exp_name,location,asset_type,asset_name,capacity
all_gen_1GW___003__ren_penetration=0__site_gen_penetration=0.4,48447,storage,lithium_ion,100.0
all_gen_1GW___003__ren_penetration=0__site_gen_penetration=0.4,48447,smr,smr,100.0
all_gen_1GW___003__ren_penetration=0__site_gen_penetration=0.4,48447,gas_turbine,gas,100.0
all_gen_1GW___003__ren_penetration=0__site_gen_penetration=0.4,48447,diesel,diesel,10.0
all_gen_1GW___004__ren_penetration=0__site_gen_penetration=0.6,48031,solar,solar,1408.7779855381932
all_gen_1GW___004__ren_penetration=0__site_gen_penetration=0.6,48031,wind,wind,219.2314095682576
all_gen_1GW___004__ren_penetration=0__site_gen_penetration=0.6,48031,geothermal,geothermal,0.0
all_gen_1GW___004__ren_penetration=0__site_gen_penetration=0.6,48031,storage,lithium_ion,100.0
all_gen_1GW___004__ren_penetration=0__site_gen_penetration=0.6,48031,smr,smr,100.0
all_gen_1GW___004__ren_penetration=0__site_gen_penetration=0.6,48031,gas_turbine,gas,100.0
all_gen_1GW___004__ren_penetration=0__site_gen_penetration=0.6,48031,diesel,diesel,10.0
all_gen_1GW___004__ren_penetration=0__site_gen_penetration=0.6,48137,solar,solar,774.5392456868155
all_gen_1GW___004__ren_penetration=0__site_gen_penetration=0.6,48137,wind,wind,235.15274960233285
all_gen_1GW___004__ren_penetration=0__site_gen_penetration=0.6,48137,geothermal,geothermal,211.80093457035684
all_gen_1GW___004__ren_penetration=0__site_gen_penetration=0.6,48137,storage,lithium_ion,100.0
all_gen_1GW___004__ren_penetration=0__site_gen_penetration=0.6,48137,smr,smr,100.0
all_gen_1GW___004__ren_penetration=0__site_gen_penetration=0.6,48137,gas_turbine,gas,100.0
all_gen_1GW___004__ren_penetration=0__site_gen_penetration=0.6,48137,diesel,diesel,10.0
all_gen_1GW___004__ren_penetration=0__site_gen_penetration=0.6,48141,solar,solar,746.7639956698066
all_gen_1GW___004__ren_penetration=0__site_gen_penetration=0.6,48141,wind,wind,135.3648812026057
all_gen_1GW___004__ren_penetration=0__site_gen_penetration=0.6,48141,geothermal,geothermal,242.00285676318933
all_gen_1GW___004__ren_penetration=0__site_gen_penetration=0.6,48141,storage,lithium_ion,100.0
all_gen_1GW___004__ren_penetration=0__site_gen_penetration=0.6,48141,smr,smr,100.0
all_gen_1GW___004__ren_penetration=0__site_gen_penetration=0.6,48141,gas_turbine,gas,100.0
all_gen_1GW___004__ren_penetration=0__site_gen_penetration=0.6,48141,diesel,diesel,10.0
all_gen_1GW___004__ren_penetration=0__site_gen_penetration=0.6,48229,solar,solar,633.1487612456723
all_gen_1GW___004__ren_penetration=0__site_gen_penetration=0.6,48229,wind,wind,149.52294828830276
all_gen_1GW___004__ren_penetration=0__site_gen_penetration=0.6,48229,geothermal,geothermal,192.1691532514786
all_gen_1GW___004__ren_penetration=0__site_gen_penetration=0.6,48229,storage,lithium_ion,100.0
all_gen_1GW___004__ren_penetration=0__site_gen_penetration=0.6,48229,smr,smr,100.0
all_gen_1GW___004__ren_penetration=0__site_gen_penetration=0.6,48229,gas_turbine,gas,100.0
all_gen_1GW___004__ren_penetration=0__site_gen_penetration=0.6,48229,diesel,diesel,10.0
all_gen_1GW___004__ren_penetration=0__site_gen_penetration=0.6,48243,solar,solar,629.5938902578985
all_gen_1GW___004__ren_penetration=0__site_gen_penetration=0.6,48243,wind,wind,167.3724041372566
all_gen_1GW___004__ren_penetration=0__site_gen_penetration=0.6,48243,geothermal,geothermal,191.60326684687035
all_gen_1GW___004__ren_penetration=0__site_gen_penetration=0.6,48243,storage,lithium_ion,100.0
all_gen_1GW___004__ren_penetration=0__site_gen_penetration=0.6,48243,smr,smr,100.0
all_gen_1GW___004__ren_penetration=0__site_gen_penetration=0.6,48243,gas_turbine,gas,100.0
all_gen_1GW___004__ren_penetration=0__site_gen_penetration=0.6,48243,diesel,diesel,10.0
all_gen_1GW___004__ren_penetration=0__site_gen_penetration=0.6,48377,solar,solar,633.6449313208927
all_gen_1GW___004__ren_penetration=0__site_gen_penetration=0.6,48377,wind,wind,161.70826111241396
all_gen_1GW___004__ren_penetration=0__site_gen_penetration=0.6,48377,geothermal,geothermal,197.03774761816663
all_gen_1GW___004__ren_penetration=0__site_gen_penetration=0.6,48377,storage,lithium_ion,100.0
all_gen_1GW___004__ren_penetration=0__site_gen_penetration=0.6,48377,smr,smr,100.0
all_gen_1GW___004__ren_penetration=0__site_gen_penetration=0.6,48377,gas_turbine,gas,100.0
all_gen_1GW___004__ren_penetration=0__site_gen_penetration=0.6,48377,diesel,diesel,10.0
all_gen_1GW___004__ren_penetration=0__site_gen_penetration=0.6,48435,solar,solar,766.2701467435245
all_gen_1GW___004__ren_penetration=0__site_gen_penetration=0.6,48435,wind,wind,221.11539006927646
all_gen_1GW___004__ren_penetration=0__site_gen_penetration=0.6,48435,geothermal,geothermal,200.6735137821258
all_gen_1GW___004__ren_penetration=0__site_gen_penetration=0.6,48435,storage,lithium_ion,100.0
all_gen_1GW___004__ren_penetration=0__site_gen_penetration=0.6,48435,smr,smr,100.0
all_gen_1GW___004__ren_penetration=0__site_gen_penetration=0.6,48435,gas_turbine,gas,100.0
all_gen_1GW___004__ren_penetration=0__site_gen_penetration=0.6,48435,diesel,diesel,10.0
